id,SkillName,active,skillId,defaultEntityVirtualIntentName
SM_standPipe,SalesSkill,1,SA,Standrohr
SM_tariffsAndPricesInfo,SalesSkill,1,SA,Tarife und Produkte
SM_tariffsAndPricesSales,SalesSkill,0,SA,Tarife und Preise
specialTariffEmobility,SalesSkill,1,SA,Sondertarife für E-Mobility Kunden
startOfSupply,SalesSkill,1,SA,Lieferbeginn
terminationRevocation,SalesSkill,0,SA,Widerruf der Kündigung
terminationStatus,SalesSkill,1,SA,Kündigungsstatus
whyUs,SalesSkill,0,SA,Überblick der Vorteile
addressDietzenbach,SmalltalkSkill,0,SM,addressDietzenbach
addressRodgau-Jügesheim,SmalltalkSkill,0,SM,addressRodgau-Jügesheim
addressSeligenstadt,SmalltalkSkill,0,SM,addressSeligenstadt
cancel,SmalltalkSkill,0,SM,Abbruch
factsAndFigures,SmalltalkSkill,1,SM,Daten und Fakten über das EVU/Stadtwerk
handover,SmalltalkSkill,1,SM,Handover
help,SmalltalkSkill,1,SM,Hilfe
how_can_i_help_you_now,SmalltalkSkill,1,SM,Wie kann ich weiterhelfen?
makeOrManageAppointment,SmalltalkSkill,1,SM,Terminverwaltung
None,SmalltalkSkill,1,SM,unklare Eingabe
SM_aboutUs,SmalltalkSkill,1,SM,Vorstellung Stadtwerke/EVU
SM_address,SmalltalkSkill,1,SM,Adresse Kundenzentrum
SM_blog,SmalltalkSkill,0,SM,Blog
SM_bot,SmalltalkSkill,1,SM,Nachfragen zum Bot
SM_complaint,SmalltalkSkill,1,SM,Allgemeine Beschwerde
SM_contact,SmalltalkSkill,1,SM,Kontaktdaten anzeigen
SM_contactRequest,SmalltalkSkill,1,SM,Kontaktanfrage stellen
SM_coronaCustomerService,SmalltalkSkill,0,SM,Kundenservice während Corona
SM_coronaInfo,SmalltalkSkill,0,SM,Corona-Informationen
SM_coronaMoratorium,SmalltalkSkill,0,SM,Corona Zahlungsmoratorium
SM_coronaTax,SmalltalkSkill,0,SM,Änderung Mehrwertsteuer Corona
SM_currentDate,SmalltalkSkill,1,SM,Informationen zum aktuellen Datum
SM_customerMagazine,SmalltalkSkill,0,SM,Kundenmagazin
SM_empathyEmotion,SmalltalkSkill,1,SM,Antwort auf positive Emotionen
SM_englishRequest,SmalltalkSkill,1,SM,Anfragen auf Englisch
SM_favouriteColour,SmalltalkSkill,1,SM,Lieblingsfarbe
SM_fotobox,SmalltalkSkill,0,SM,Fotobox
SM_goodbye,SmalltalkSkill,1,SM,Verabschiedung
SM_greeting,SmalltalkSkill,1,SM,Begrüßung
SM_howAreYou,SmalltalkSkill,1,SM,Wie geht es?
SM_jobCenterCostAbsorption,SmalltalkSkill,1,SM,Kostenübernahme Energiekosten durch Jobcenter
SM_joke,SmalltalkSkill,1,SM,Witz
SM_negativeEmotion,SmalltalkSkill,1,SM,Antwort auf negative Emotionen
SM_noAnswerIntended,SmalltalkSkill,0,SM,Keine Auskunft zu Thema
SM_thanks,SmalltalkSkill,1,SM,Danke
SM_weather,SmalltalkSkill,1,SM,Wetter
socialMedia,SmalltalkSkill,1,SM,Social Media
welcome,SmalltalkSkill,1,SM,Willkommen
accessibility,SwimmingPoolSkill,1,SW,Barrierefreiheit im Schwimmbad
bookingService,SwimmingPoolSkill,0,SW,Wasserflächenbuchung
changingTable,SwimmingPoolSkill,1,SW,Wickelmöglichkeiten im Schwimmbad
checkPoolCapacity,SwimmingPoolSkill,1,SW,Schwimmbadauslastung
openingHours,SwimmingPoolSkill,1,SW,Öffnungszeiten Schwimmbad
poolEquipment,SwimmingPoolSkill,1,SW,Schwimmbad-Ausstattung
poolGastronomy,SwimmingPoolSkill,1,SW,Schwimmbadgastronomie
poolOverview,SwimmingPoolSkill,1,SW,Übersicht zu Schwimmbadthemen
poolTickets,SwimmingPoolSkill,1,SW,Eintrittskarten Schwimmbad
sauna,SwimmingPoolSkill,1,SW,Sauna
swimmingLessons,SwimmingPoolSkill,1,SW,Kursangebot Schwimmbad
swimShop,SwimmingPoolSkill,1,SW,Schwimmbad-Shop
waterTemperature,SwimmingPoolSkill,1,SW,Wassertemperatur
bitRate,TelCoSkill,1,TC,Datenübertragungsrate
broadbandTypes,TelCoSkill,1,TC,Breitbandanschlüsse
contactDataPorting,TelCoSkill,1,TC,Rufnummernmitnahme
findFibreId,TelCoSkill,1,TC,Glasfaser-ID
internetAvailability,TelCoSkill,1,TC,Internetverfügbarkeit
internetConnectionIssues,TelCoSkill,1,TC,Internetstörung
internetPerformanceIssues,TelCoSkill,1,TC,Geschwindkeitsprobleme
internetThrotteling,TelCoSkill,1,TC,Internetdrosselung
registerForFibre,TelCoSkill,1,TC,Glasfaserantrag
SM_internet,TelCoSkill,1,TC,Tarife und Produkte TelKo
telcoConsulting,TelCoSkill,1,TC,Beratung TelKo
telcoDeviceDelivery,TelCoSkill,1,TC,Geräteversand TelKo
telcoDeviceSetup,TelCoSkill,1,TC,Geräteinstallation TelKo allgemein
telcoInstallerAppointment,TelCoSkill,1,TC,Technikertermin TelKo
telcoOverview,TelCoSkill,1,TC,Übersicht zu TelKo
telcoOwnDevices,TelCoSkill,1,TC,Kundeneigene Geräte TelKo
feedback,TestSkill,0,TEST,feedback
